Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,TitleWordCount
"Programming in C, 2/e",Ashok N. Kamthane,Pearson Education India,2011-01-01,9788131760314,676,C (Computer program language),4.0,5,en,4
Learn C the Hard Way,Zed A. Shaw,Addison-Wesley Professional,2015-08-10,9780133124378,931,Computers,5.0,1,en,5
The Art of UNIX Programming,Eric S. Raymond,Addison-Wesley Professional,2003-09-23,9780132465885,560,Computers,4.5,26,en,5
C Programming For Dummies,Dan Gookin,John Wiley & Sons,2020-09-29,9781119740254,464,Computers,5.0,1,en,4
Programming in Lua,Roberto Ierusalimschy,Roberto Ierusalimschy,2006-01-01,9788590379829,329,Computers,3.5,2,en,3
AVR Programming,Elliot Williams,"Maker Media, Inc.",2014-01-27,9781449355753,587,Computers,3.5,3,en,2
Bare Metal C,Stephen Oualline,No Starch Press,2022-08-02,9781718501621,330,Computers,3.0,1,en,3
"C, a Reference Manual","Samuel P. Harbison, Guy L. Steele",Pearson,2002-01-01,9780130895929,566,Computers,5.0,1,en,4
LET US C SOLUTIONS -15TH EDITION,Yashavant kanetkar,BPB Publications,2018-06-01,9788183331777,486,Computers,5.0,1,en,6
The C++ Programming Language,Bjarne Stroustrup,Addison-Wesley,2013-07-10,9780133522853,1366,Computers,4.0,1,en,4
The C++ Programming Language,Bjarne Stroustrup,Pearson Deutschland GmbH,2000-01-01,9783827316608,1110,Computers,3.5,7,en,4
"Black Hat Python, 2nd Edition","Justin Seitz, Tim Arnold",No Starch Press,2021-04-14,9781718501126,216,Computers,5.0,1,en,5
The Book of Ruby,Huw Collingbourne,No Starch Press,2011-07-11,9781593272944,404,Computers,5.0,2,en,4
C++ For Dummies,Stephen R. Davis,For Dummies,2000-07-15,9780764507465,462,Computers,4.0,5,en,3
Where They Stand,Robert W. Merry,Simon and Schuster,2012-06-26,9781451625431,320,History,3.0,4,en,3
Purely Functional Data Structures,Chris Okasaki,Cambridge University Press,1999-06-13,9780521663502,236,Computers,4.0,5,en,4
Secure Programming Cookbook for C and C++,"John Viega, Matt Messier","""O'Reilly Media, Inc.""",2003-07-14,9780596552183,792,Computers,4.0,1,en,7
Code Craft,Pete Goodliffe,No Starch Press,2007-01-01,9781593271190,626,Computers,5.0,1,en,2
Let Over Lambda,Doug Hoyte,Lulu.com,2008-01-01,9781435712751,376,Computers,5.0,1,en,3
C++ Pocket Reference,Kyle Loudon,"""O'Reilly Media, Inc.""",2008-08-07,9781449378943,139,Computers,4.5,4,en,3
Springer Handbook of Robotics,"Bruno Siciliano, Oussama Khatib",Springer,2016-07-27,9783319325521,2259,Technology & Engineering,5.0,2,en,4
"Everyone Communicates, Few Connect",John C. Maxwell,HarperCollins Leadership,2010-03-28,9781418554767,279,Self-Help,5.0,4,en,4
Programmer's Guide to NCurses,Dan Gookin,John Wiley & Sons,2007-02-26,9780470140130,579,Computers,5.0,1,en,4
C++ Primer,"Stanley B. Lippman, Josée Lajoie, Barbara E. Moo",Addison-Wesley,2012-08-06,9780133053036,3073,Computers,4.0,2,en,2
Python For Dummies,"Stef Maruch, Aahz Maruch",John Wiley & Sons,2006-09-14,9780471778646,443,Computers,5.0,1,en,3
An Introduction to GCC,"Brian Gough, Richard M. Stallman",Network Theory.,2004-01-01,9780954161798,137,Computers,5.0,1,en,4
Me First,Helen Lester,Houghton Mifflin Harcourt,2013-01-01,9780544003217,36,Juvenile Fiction,5.0,1,en,2
Sams Teach Yourself Objective-C in 24 Hours,Jesse Feiler,Sams Publishing,2012-03-30,9780132939874,504,Computers,5.0,1,en,7
Practical C++ Programming,Steve Oualline,"""O'Reilly Media, Inc.""",2003-01-01,9780596004194,574,Computers,4.0,19,en,3
"Sockets, Shellcode, Porting, and Coding: Reverse Engineering Exploits and Tool Coding for Security Professionals",James C Foster,Elsevier,2005-04-26,9780080489728,697,Computers,4.5,3,en,14
Keeping the Republic,"Christine Barbour, Gerald C. Wright",CQ Press,2020-12-10,9781544393902,865,Political Science,1.0,1,en,3
Interfacing with C++,"Jayantha Katupitiya, Kim Bentley",Springer Science & Business Media,2006-03-13,9783540253785,508,Computers,4.0,1,en,3
How to Prepare Your Curriculum Vitae,"Acy Jackson, Kathleen Geckeis",McGraw Hill Professional,2003-03-22,9780071426268,194,Business & Economics,3.5,2,en,6
Halo: The Flood,William C. Dietz,Macmillan,2010-10-12,9781429958769,436,Fiction,4.0,28,en,3
New Interchange Teacher's Edition 2,"Jack C. Richards, Jonathan Hull, Susan Proctor",Cambridge University Press,1998-01-28,9780521628563,348,Business & Economics,1.0,1,en,5
Traumatic Stress,"Bessel A. Van der Kolk, Alexander C. McFarlane, Lars Weis?th",Guilford Press,1996-05-03,9781572300880,632,Psychology,3.0,1,en,2
The Last Jihad,Joel C. Rosenberg,"Tyndale House Publishers, Inc.",2006-08-07,9781414312729,324,Fiction,3.5,5,en,3
The Comparative Method,Charles C. Ragin,Univ of California Press,1989-03-28,9780520909243,206,Social Science,5.0,1,en,3
Introduction to Horned Lizards of North America,Wade C. Sherbrooke,Univ of California Press,2003-05-08,9780520228252,198,History,3.0,2,en,7
Rheumatology,"Marc C. Hochberg, Alan J. Silman, Josef S. Smolen, Michael E. Weinblatt, Michael H. Weisman",Elsevier Health Sciences,2010-11-08,9780323086325,11248,Medical,5.0,1,en,1
Crying in H Mart,Michelle Zauner,Vintage,2021-04-20,9780525657750,257,Biography & Autobiography,4.0,1,en,4
Ish,Peter H. Reynolds,Candlewick Press,2013-09-10,9780763667887,35,Juvenile Fiction,1.0,1,en,1
The Goshawk,T.H. White,New York Review of Books,2012-04-25,9781590175460,236,Nature,3.0,1,en,2
The Hound of Rowan,Henry H. Neff,Random House Books for Young Readers,2007-09-25,9780375890772,450,Juvenile Fiction,3.5,5,en,4
How to Speak Emoji,Fred Benenson,Andrews McMeel Publishing,2016-09-06,9781449480653,128,Humor,5.0,5,en,4
The Napping House,Audrey Wood,Houghton Mifflin Harcourt,2000-01-01,9780152026325,72,Juvenile Fiction,2.5,2,en,3
Agatha of Little Neon,Claire Luchette,"Farrar, Straus and Giroux",2021-08-03,9780374721305,207,Fiction,5.0,1,en,4
The Essential William H. Whyte,William Hollingsworth Whyte,Fordham Univ Press,2000-01-01,9780823220267,404,Architecture,4.5,2,en,5
The Story of Baha'u'llah,Druzelle Cederquist,Baha'i Publishing Trust,2005-01-01,9781931847131,400,Biography & Autobiography,5.0,2,en,4
Theory U,C. Otto Scharmer,Berrett-Koehler Publishers,2009-01-01,9781605099071,891,Business & Economics,3.0,3,en,2
Between U and Me,"Zendaya, Sheryl Berk",Hachette+ORM,2013-09-24,9781423185178,208,Juvenile Nonfiction,5.0,3,en,4
The Chase,Elle Kennedy,Elle Kennedy Inc.,2018-08-06,9780994054456,397,Fiction,4.0,1,en,2
The Big U,Neal Stephenson,Harper Collins,2009-10-13,9780061847387,322,Fiction,3.5,18,en,3
Debt-Free U,Zac Bissonnette,Penguin,2010-08-31,9781101458969,269,Education,3.0,2,en,2
Raw,"Lamont ""U-God"" Hawkins",Picador,2018-03-06,9781250191182,302,Biography & Autobiography,4.0,1,en,1
Michael and Me,Shana Mangatal,Chicago Review Press,2016-08-29,9781613736203,246,Biography & Autobiography,3.5,6,en,3
On the Come Up,Angie Thomas,HarperCollins,2019-02-05,9780062498571,464,Young Adult Fiction,4.5,4,en,4
All American Boys,"Jason Reynolds, Brendan Kiely",Simon and Schuster,2015-09-29,9781481463355,229,Young Adult Fiction,4.0,4,en,3
Cinder,Marissa Meyer,Macmillan,2013-01-08,9781250007209,449,Juvenile Fiction,4.5,7,en,1
Managing Transitions (25th anniversary edition),"William Bridges, Susan Bridges",Da Capo Lifelong Books,2017-01-10,9780738219660,208,Business & Economics,5.0,1,en,5
The Unpleasantness at the Bellona Club,Dorothy L. Sayers,Harper Collins,1995-05-10,9780061043543,260,Fiction,4.0,1,en,6
Unlovable,Dan Yaccarino,Macmillan,,9780805075328,42,Juvenile Nonfiction,5.0,1,en,1
Eventown,Corey Ann Haydu,HarperCollins,2019-02-12,9780062689849,268,Juvenile Fiction,5.0,1,en,1
Anthropology of Policy,"Cris Shore, Susan Wright",Routledge,2003-12-16,9781134827022,252,Social Science,3.0,1,en,3
Boomeritis,Ken Wilber,Shambhala Publications,2003-09-09,9780834821798,465,Fiction,4.5,4,en,1
U-Turn,Bruce Grierson,Bloomsbury Publishing USA,2008-03-18,9781582345871,354,Psychology,5.0,1,en,1
Are u ok?,Kati Morton,Da Capo Lifelong Books,2018-12-11,9780738234984,219,Psychology,5.0,1,en,3
I Am J,Cris Beam,"Hachette Digital, Inc.",,9780316053617,184,Juvenile Fiction,4.0,3,en,3
Wings of Ebony,J. Elle,Denene Millner Books/Simon & Schuster Books for Young Readers,2021-01-26,9781534470675,368,Young Adult Fiction,5.0,1,en,3
"""J"" is for Judgment",Sue Grafton,Holt Paperbacks,1993-05-15,9781429911610,388,Fiction,4.5,2,en,4
"Hey, Kiddo: A Graphic Novel",Jarrett J. Krosoczka,Scholastic Inc.,2018-10-09,9780545902496,322,Young Adult Fiction,1.0,1,en,5
The Start-Up J Curve,Howard Love,Greenleaf Book Group,2016-08-30,9781626342934,183,Business & Economics,5.0,3,en,4
The J Curve,Ian Bremmer,Simon and Schuster,2006-09-15,9780743293716,320,Political Science,4.0,5,en,3
Salam Alaikum,Harris J,Simon and Schuster,2017-09-05,9781481489386,40,Juvenile Nonfiction,5.0,1,en,2
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,W. W. Norton & Company,2015-09-21,9780393249866,1645,Cooking,5.0,1,en,8
LL Cool J's Platinum 360 Diet and Lifestyle,"LL COOL J, Chris Palmer, Jim Stoppani, Dave Honig",Rodale Books,2010-04-27,9781605290898,242,Health & Fitness,3.0,4,en,8
LL Cool J's Platinum Workout,"LL COOL J, Dave Honig, Jeff O'Connell",Rodale Books,2009-04-14,9781609612146,258,Health & Fitness,5.0,1,en,5
House of Earth and Blood,Sarah J. Maas,Bloomsbury Publishing USA,2020-03-03,9781635574050,821,Fiction,4.5,4,en,5
Deep Learning,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,2016-11-10,9780262337373,801,Computers,5.0,1,en,2
Crown of Bones,A.K. Wilder,Entangled: Teen,2021-01-05,9781640634138,400,Young Adult Fiction,5.0,1,en,3
Sheep in a Jeep,Nancy E. Shaw,Houghton Mifflin Harcourt,1986-01-01,9780395470305,36,Juvenile Fiction,4.5,3,en,4
Atomic Habits,James Clear,Penguin,2018-10-16,9780735211292,321,Business & Economics,3.5,7,en,2
Jemima J.,Jane Green,Penguin UK,2006-08-03,9780141956534,428,Fiction,4.5,4,en,2
The Big Payback,Dan Charnas,Penguin,2011-11-01,9781101568118,880,Music,3.0,2,en,3
Just Like Me,Nancy J. Cavanaugh,"Sourcebooks, Inc.",2016-04-05,9781492604280,218,Juvenile Fiction,5.0,1,en,3
A History of the Spanish Language,Ralph John Penny,Cambridge University Press,2002-10-21,9780521011846,422,Foreign Language Study,5.0,4,es,6
Long Bright River,Liz Moore,Penguin,2020-01-07,9780525540694,496,Fiction,3.0,1,en,3
My Woman His Wife 3,Anna J.,Urban Books,2012-11-01,9781622860197,254,Fiction,5.0,2,en,5
Comrade J,Pete Earley,Penguin,2008-01-24,9781101207673,372,History,5.0,2,en,2
Lunch Lady and the Cyborg Substitute,Jarrett J. Krosoczka,Knopf Books for Young Readers,2009-07-28,9780375846830,98,Juvenile Fiction,5.0,1,en,6
The Finkler Question,Howard Jacobson,Bloomsbury Publishing USA,2010-09-10,9781608196128,319,Fiction,3.0,19,en,3
Crown of Midnight,Sarah J. Maas,Bloomsbury Publishing,2020-10-01,9781526634368,452,Fiction,4.0,1,en,3
I Was Amelia Earhart,Jane Mendelsohn,Vintage,2011-12-07,9780307814203,163,Fiction,5.0,1,en,4
The Catcher in the Rye,J. D. Salinger,"Little, Brown",2019-08-13,9780316460002,204,Fiction,5.0,1,en,5
The Rose that Grew from Concrete,Tupac Shakur,Simon and Schuster,2009-02-03,9780671028459,176,Music,5.0,7,en,6
"Always, Abigail",Nancy J. Cavanaugh,"Sourcebooks, Inc.",2014-08-05,9781402293054,321,Juvenile Fiction,4.0,1,en,2
The Israel Lobby and U.S. Foreign Policy,"John J. Mearsheimer, Stephen M. Walt","Farrar, Straus and Giroux",2007-09-04,9781429932820,651,Political Science,3.0,3,en,7
This Is Your Brain On Music,Daniel J. Levitin,Atlantic Books Ltd,2011-07-01,9780857895141,329,Music,3.0,2,en,6
A Court of Wings and Ruin,Sarah J. Maas,Bloomsbury Publishing USA,2017-05-02,9781619634497,724,Fiction,4.5,7,en,6
Hell's Diva:,Anna J.,Urban Books,2011-06-08,9781599831565,188,Fiction,4.0,4,en,2
I Make My Own Rules,"L. L. Cool J, Karen Hunter",Macmillan,1998-09-15,9780312967314,286,Biography & Autobiography,4.0,1,en,5
Crave,"Laura J. Burns, Melinda Metz",Simon and Schuster,2010-09-21,9781442408173,254,Young Adult Fiction,4.5,4,en,1
How Christianity Changed the World,Alvin J. Schmidt,Zondervan,2009-12-15,9780310862505,452,Social Science,5.0,1,en,5
Languages in America,Susan J. Dicker,Multilingual Matters,2003-01-01,9781853596513,384,Language Arts & Disciplines,3.0,2,en,3
Modern Epidemiology,"Timothy L. Lash, Tyler J. VanderWeele, Sebastien Haneause, Kenneth Rothman",Lippincott Williams & Wilkins,2020-12-11,9781975166281,1340,Medical,1.0,1,en,2
"Handbook of Play Therapy, Advances and Innovations","Kevin J. O'Connor, Charles E. Schaefer",John Wiley & Sons,1994-12-13,9780471584636,470,Psychology,5.0,1,en,7
The J. Hillis Miller Reader,"Joseph Hillis Miller, Julian Wolfreys",Stanford University Press,2005-01-01,9780804750561,470,Literary Criticism,5.0,2,en,5
The Psychology of Stereotyping,David J. Schneider,Guilford Press,2004-01-01,9781572309296,728,Psychology,5.0,1,en,4
The Stranger,Albert Camus,Vintage,2012-08-08,9780307827661,144,Fiction,4.0,8,en,2
The Lacuna,Barbara Kingsolver,Faber & Faber,2009-11-05,9780571252657,680,Fiction,5.0,1,en,2
Layla's Happiness,Mariahdessa Ekere Tallie,Enchanted Lion Books,2019-09-03,9781592702886,48,Juvenile Fiction,4.0,1,en,2
Making Sense of Generation Y,"Sara B. Savage, Sylvia Collins-Mayo, Graham Cray, Bob Mayo",Church House Publishing,2006-01-01,9780715140512,228,Communication,5.0,1,en,5
The End of Mr Y,Scarlett Thomas,Text Publishing,2008-01-01,9781921351594,463,Fiction,5.0,1,en,5
Start with Why,Simon Sinek,Penguin,2011-12-27,9781591846444,257,Business & Economics,4.5,2,en,3
Death Traps,Belton Y. Cooper,Presidio Press,2007-12-18,9780307415004,394,History,3.5,3,en,2
Fundamentals of Computer Programming with C#,"Svetlin Nakov, Veselin Kolev",Faber Publishing,2013-09-01,9789544007737,1132,Computers,5.0,4,en,6
Y: The Last Man - Ring of Truth,Brian K. Vaughan,Vertigo,2005-07-26,9781401236168,192,Comics & Graphic Novels,3.0,1,en,8
Y,Steve Jones,Houghton Mifflin Harcourt,2003-01-01,9780618139309,280,Science,3.5,3,en,1
Communities in Action,"National Academies of Sciences, Engineering, and Medicine, Health and Medicine Division, Board on Population Health and Public Health Practice, Committee on Community-Based Solutions to Promote Health Equity in the United States",National Academies Press,2017-04-27,9780309452960,583,Medical,5.0,1,en,3
The Art of Logic in an Illogical World,Eugenia Cheng,Basic Books,2018-09-11,9781541672505,296,Mathematics,5.0,1,en,8
The Score Takes Care of Itself,"Bill Walsh, Steve Jamison, Craig Walsh",Penguin,2009-08-20,9781101109014,393,Business & Economics,5.0,3,en,6
The Blue Book of Grammar and Punctuation,"Lester Kaufman, Jane Straus",John Wiley & Sons,2021-04-16,9781119652847,272,Language Arts & Disciplines,1.0,1,en,7
You Don't Know JS: Scope & Closures,Kyle Simpson,"""O'Reilly Media, Inc.""",2014-03-10,9781449335540,106,Computers,5.0,1,en,7
The Name of God Y.eH.oW.aH Which is pronounced as it is Written I_Eh_oU_Ah,Gerard Gertoux,Lulu.com,2015-06-10,9781329205055,72,Political Science,5.0,1,en,13
X Saves the World,Jeff Gordinier,Penguin,2008-01-01,9780670018581,232,Social Science,5.0,1,en,4
Greek to Me: Adventures of the Comma Queen,Mary Norris,W. W. Norton & Company,2019-04-02,9781324001287,189,Biography & Autobiography,4.0,1,en,8
It's Kind of a Funny Story,Ned Vizzini,Disney Electronic Content,2010-09-25,9781423141082,452,Juvenile Fiction,5.0,15,en,6
Sell on Amazon,Steve Weber,Stephen Weber,,9780977240647,192,Business & Economics,5.0,3,en,3
Elijah of Buxton (Scholastic Gold),Christopher Paul Curtis,Scholastic Inc.,2012-09-01,9780545281195,298,Juvenile Fiction,4.5,5,en,5
WHO Laboratory Manual for the Examination of Human Semen and Sperm-Cervical Mucus Interaction,World Health Organisation,Cambridge University Press,1999-05-13,9780521645997,150,Medical,4.5,8,en,13
The Year of Pleasures,Elizabeth Berg,Random House,2005-04-05,9781588364562,236,Fiction,3.5,2,en,4
Sapiens,Yuval Noah Harari,Harper Collins,2015-02-10,9780062316103,403,Science,3.5,14,en,1
The Year of the Runaways,Sunjeev Sahota,Vintage,2016-03-29,9781101946114,508,Fiction,4.0,1,en,5
The First Collier (Guardians of Ga'Hoole #9),Kathryn Lasky,Scholastic Inc.,2010-06-01,9780545283403,212,Juvenile Fiction,5.0,2,en,7
Neurolinguistics and Linguistic Aphasiology,David Caplan,Cambridge University Press,1987-08-20,9780521311953,516,Language Arts & Disciplines,5.0,1,en,4
Alan Turing,"S. Barry Cooper, J. van Leeuwen",Elsevier,2013-03-18,9780123870124,937,Mathematics,4.0,1,en,2
A Year in Provence,Peter Mayle,Vintage,2010-05-19,9780307755490,250,Travel,5.0,1,en,4
Computer Graphics Using Java 2D and 3D,"Hong Zhang, Y. Daniel Liang",Prentice Hall,2007-01-01,9780130351180,475,Computer graphics,3.0,2,en,7
You Have to Stop This,Pseudonymous Bosch,Usborne Publishing Ltd,2012-06-01,9781409548812,271,Juvenile Fiction,5.0,1,en,5
The White Plague,Frank Herbert,Macmillan,2007-10-02,9780765317735,452,Fiction,3.0,1,en,3
Yes No Maybe So,"Becky Albertalli, Aisha Saeed",HarperCollins,2020-02-04,9780062937056,464,Young Adult Fiction,5.0,1,en,4
Ten Big Ones,Janet Evanovich,St. Martin's Press,2010-04-01,9781429971577,323,Fiction,4.0,3,en,3
Pride of Baghdad,"Brian K. Vaughan, Niko Henrichon",Vertigo,2006-01-01,9781401203153,136,Comics & Graphic Novels,4.5,2,en,3
Reclaiming Myths of Power,Ruth Y. Jenkins,Bucknell University Press,1995-01-01,9780838752784,210,Biography & Autobiography,5.0,1,en,4
Revival and Awakening,Adam H. Becker,University of Chicago Press,2015-03-11,9780226145457,451,Religion,5.0,1,en,3
The Lost City of Z,David Grann,Vintage,2010-01-26,9781400078455,450,History,5.0,1,en,5
"Love, Z",Jessie Sima,Simon and Schuster,2018-12-18,9781481496780,48,Juvenile Fiction,5.0,1,en,2
Advanced Engineering Mathematics,Alan Jeffrey,Elsevier,2001-06-19,9780080522968,1181,Technology & Engineering,3.5,5,en,3
The National Geographic Bee Ultimate Fact Book,Andrew Wojtanik,National Geographic Books,2012-01-01,9781426309472,388,Juvenile Nonfiction,4.0,1,en,7
Decoded,Jay-Z,One World,2010-12-07,9781588369598,337,Biography & Autobiography,4.5,14,en,1
JAY-Z,Michael Eric Dyson,St. Martin's Press,2019-11-26,9781250270887,173,Music,3.0,1,en,1
Key of Z,Claudio Sanchez,Boom! Studios,2014-08-20,9781613981160,131,Comics & Graphic Novels,5.0,1,en,3
Marketing to Gen Z,"Jeff Fromm, Angie Read",AMACOM,2018-03-26,9780814439289,247,Business & Economics,4.0,1,en,4
Z. Rex,Steve Cole,Penguin,2010-05-13,9781101434550,158,Juvenile Fiction,4.5,4,en,2
Generation Z,Billy Wilson,Simon and Schuster,2021-10-19,9781637630273,97,Religion,1.0,1,en,2
Only Revolutions,Mark Z. Danielewski,Pantheon,2006-01-01,9780375421761,386,Fiction,3.5,9,en,2
House of Leaves,Mark Z. Danielewski,Pantheon,2000-03-07,9780375420528,738,Fiction,4.5,18,en,3
World War Z,Max Brooks,Broadway Books,2013-01-01,9780770437404,434,Fiction,4.0,2,en,3
The Celestine Prophecy,James Redfield,Grand Central Publishing,2008-08-01,9780446545556,287,Fiction,4.5,18,en,3
The Zombie Survival Guide,Max Brooks,Del Rey,2003-09-23,9781400050802,274,Humor,4.5,158,en,4
Devolution,Max Brooks,Del Rey,2020-06-16,9781984826794,292,Fiction,4.0,1,en,1
Ctrl-Z,Andrew Norriss,Penguin UK,2009-03-05,9780141324296,125,Fiction,5.0,1,en,1
Z: Zombie Stories,J. M. Lassen,Night Shade,2011-09-01,9781597803120,416,Juvenile Fiction,5.0,1,en,3
Not Quite Narwhal,Jessie Sima,Simon and Schuster,2017-02-14,9781481469098,40,Juvenile Fiction,5.0,2,en,3
A to Z Mysteries: The Absent Author,Ron Roy,Random House Books for Young Readers,2009-07-01,9780307510129,98,Juvenile Fiction,4.0,4,en,7
Sleepaway Girls,Jen Calonita,"Little, Brown Books for Young Readers",2009-05-01,9780316052672,210,Young Adult Fiction,5.0,3,en,2
Gen Z,"Regina Luttrell, Karen McGrath",Rowman & Littlefield,2021-05-07,9781538127995,205,Psychology,5.0,1,en,2
A to Z Mysteries: The Kidnapped King,Ron Roy,Random House Books for Young Readers,2009-09-09,9780307535641,98,Juvenile Fiction,5.0,3,en,7
